sourceTaxonName	sourceTaxonSpeciesName	sourceTaxonRank	sourceTaxonFamilyName	interactionTypeName	targetTaxonName	targetTaxonSpeciesName	targetTaxonRank	sourceCitation	sourceDOI	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57956	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57948	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57943	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54373	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:55629	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54361	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:56459	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:72025	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54365	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54366	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54319	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:52937	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54368	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57930	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:51709	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:56460	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57952	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57978	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:56458	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:50877	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57970	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:51707	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:74054	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:72166	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54363	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:72779	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54362	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54320	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57980	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:55631	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:56450	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:71173	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54323	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54364	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:55632	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57946	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54455	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54369	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57960	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57962	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:56462	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:57929	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54371	Chromista	Animalia
Plasmodium minasense	Plasmodium minasense	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:54326	Chromista	Animalia
Plasmodium rhadinurum	Plasmodium rhadinurum	species	Plasmodiidae	hasHost	Iguana iguana	Iguana iguana	species	Scott L. Gardner and Gabor R. Racz (2021). University of Nebraska State Museum - Parasitology. Harold W. Manter Laboratory of Parasitology. University of Nebraska State Museum.				http://arctos.database.museum/guid/HWML:Para:52936	Chromista	Animalia
