"","id","source","target","interaction","citation","doi","reference","referenceDOI","referenceURL"
"65","Vespa velutinaVespula vulgaris","Vespa velutina","Vespula vulgaris","eats","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","10.5281/zenodo.5501763","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","10.1080/00379271.2020.1867005","None"
"66","Vespa velutinaVitis vinifera","Vespa velutina","Vitis vinifera","eats","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","10.5281/zenodo.5501763","Cini A, Cappa F, Petrocelli I, Pepiciello I, Bortolotti L, Cervo R. 2018. Competition between the native and the introduced hornets Vespa crabro and Vespa velutina: a comparison of potentially relevant life-history traits. Ecological Entomology 43: 351-362. doi:10.1111/een.12507","10.1111/een.12507","None"
"67","Vespa velutinaVolucella bombylans","Vespa velutina","Volucella bombylans","preysOn","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","10.5281/zenodo.5501763","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","10.1080/00379271.2020.1867005","None"
"68","Vespa velutinaVolucella zonaria","Vespa velutina","Volucella zonaria","eats","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","10.5281/zenodo.5501763","Rome Q, Perrard A, Muller F, Fontaine C, Quilès A, Zuccon D, Villemant C. 2021. Not just honeybees: predatory habits of Vespa velutina (Hymenoptera: Vespidae) in France. Annales De La Societe Entomologique De France 57: 1-11. doi:10.1080/00379271.2020.1867005","10.1080/00379271.2020.1867005","None"
"69","Apis melliferaAngelica sylvestris","Apis mellifera","Angelica sylvestris","pollinates","Web of Life. http://www.web-of-life.es .","None","Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark).","None","None"
"70","Apis melliferaAcanthus mollis","Apis mellifera","Acanthus mollis","eats","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"71","Apis melliferaAcer platanoides","Apis mellifera","Acer platanoides","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Keely Dunham. 2017. Apis mellifera nectar / pollen delivering plant Acer platanoides. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/5676915> on 17 Nov 2021.","None","None"
"72","Apis melliferaAchillea millefolium","Apis mellifera","Achillea millefolium","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","AndyMoskowitz. 2014. Apis mellifera eating Achillea millefolium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/820708> on 17 Nov 2021.","None","None"
"73","Apis melliferaAegopodium podagraria","Apis mellifera","Aegopodium podagraria","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","trichocereus. 2021. Apis mellifera name of associated plant Aegopodium podagraria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/85380015> on 17 Nov 2021.","None","None"
"74","Apis melliferaAesculus × carnea","Apis mellifera","Aesculus × carnea","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2018. Apis mellifera nectar / pollen delivering plant Aesculus × carnea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/12332484> on 17 Nov 2021.","None","None"
"75","Apis melliferaAilanthus altissima","Apis mellifera","Ailanthus altissima","visitsFlowersOf","Quentin J. Groom. 2020. Species interactions of species on the List of invasive alien species of Union concern","None","Thompson, J. S. (2008). Pollination biology of Ailanthus altissima (Mill.) Swingle (Tree-of-Heaven) in the Mid-Atlantic United States (Doctoral dissertation, Virginia Tech).","None","None"
"76","Apis melliferaAjuga reptans","Apis mellifera","Ajuga reptans","pollinates","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Mary. 2017. Apis mellifera polinizando Ajuga reptans. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/6142809> on 17 Nov 2021.","None","None"
"77","Apis melliferaAlcea rosea","Apis mellifera","Alcea rosea","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Levin Pratte. 2021. Apis mellifera nectar / pollen delivering plant Alcea rosea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/79895514> on 17 Nov 2021.","None","None"
"78","Apis melliferaAlliaria petiolata","Apis mellifera","Alliaria petiolata","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Sebastian Irazuzta. 2020. Apis mellifera name of associated plant Alliaria petiolata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/47034020> on 17 Nov 2021.","None","None"
"79","Apis melliferaAllium aflatunense","Apis mellifera","Allium aflatunense","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","molanic. 2019. Apis mellifera nectar plant Allium aflatunense. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/26142912> on 17 Nov 2021.","None","None"
"80","Apis melliferaAllium cepa","Apis mellifera","Allium cepa","pollinates","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"81","Apis melliferaAllium schoenoprasum","Apis mellifera","Allium schoenoprasum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Matt Wallace. 2020. Apis mellifera interaction->visited flower of Allium schoenoprasum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/49913208> on 17 Nov 2021.","None","None"
"82","Apis melliferaAllium tuberosum","Apis mellifera","Allium tuberosum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","molanic. 2019. Apis mellifera nectar plant Allium tuberosum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/32186818> on 17 Nov 2021.","None","None"
"83","Apis melliferaAllium vineale","Apis mellifera","Allium vineale","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Rachel Hall. 2020. Apis mellifera food source Allium vineale. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/60543736> on 17 Nov 2021.","None","None"
"84","Apis melliferaAlopecurus pratensis","Apis mellifera","Alopecurus pratensis","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Eric Watterud. 2021. Apis mellifera nectar / pollen delivering plant Alopecurus pratensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/83061165> on 17 Nov 2021.","None","None"
"85","Apis melliferaAmbrosia artemisiifolia","Apis mellifera","Ambrosia artemisiifolia","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Joanne Redwood. 2017. Apis mellifera nectar plant Ambrosia artemisiifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/10157384> on 17 Nov 2021.","None","None"
"86","Apis melliferaAmbrosia trifida","Apis mellifera","Ambrosia trifida","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Keegan Tuttle-Wheeler. 2021. Apis mellifera name of associated plant Ambrosia trifida. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/93181711> on 17 Nov 2021.","None","None"
"87","Apis melliferaAmorpha fruticosa","Apis mellifera","Amorpha fruticosa","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Doug Sponsler. 2019. Apis mellifera interaction->visited flower of Amorpha fruticosa. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/25441522> on 17 Nov 2021.","None","None"
"88","Apis melliferaAnaphalis margaritacea","Apis mellifera","Anaphalis margaritacea","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Chris Nelson. 2019. Apis mellifera nectar / pollen delivering plant Anaphalis margaritacea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/31524328> on 17 Nov 2021.","None","None"
"89","Apis melliferaAnemone coronaria","Apis mellifera","Anemone coronaria","pollinates","Web of Life. http://www.web-of-life.es .","None","Petanidou, T. (1991). Pollination ecology in a phryganic ecosystem. Unp. PhD. Thesis, Aristotelian University, Thessaloniki.","None","None"
"90","Apis melliferaAnemone nemorosa","Apis mellifera","Anemone nemorosa","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2021. Apis mellifera interaction->visited flower of Anemonoides nemorosa. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/72590684> on 17 Nov 2021.","None","None"
"91","Apis melliferaAnoda cristata","Apis mellifera","Anoda cristata","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Bodo. 2018. Apis mellifera nectar plant Anoda cristata. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/11530035> on 17 Nov 2021.","None","None"
"92","Apis melliferaAnthriscus sylvestris","Apis mellifera","Anthriscus sylvestris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"93","Apis melliferaAntirrhinum majus","Apis mellifera","Antirrhinum majus","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Alexis Babayan. 2019. Apis mellifera nectar / pollen delivering plant Antirrhinum majus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/22633759> on 17 Nov 2021.","None","None"
"94","Apis melliferaApium graveolens","Apis mellifera","Apium graveolens","pollinates","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"95","Apis melliferaAquilegia vulgaris","Apis mellifera","Aquilegia vulgaris","eats","Del Risco, A.A., Montoya, Á.M., García, V. et al. Data synthesis and dynamic visualization converge into a comprehensive biotic interaction network: a case study of the urban and rural areas of Bogotá D.C.. Urban Ecosyst (2021). https://doi.org/10.1007/s11252-021-01133-3","None","Navarro, J.C. (2015) Detección de bacterias productoras de compuestos volátiles asociadas a flores de fresa (Fragaria x ananassa) como posibles atrayentes de abejas polinizadoras (Apis mellifera). B. Sc. Tesis. Universidad Nacional de Colombia, Bogotá D.C.","None","None"
"96","Apis melliferaArctium lappa","Apis mellifera","Arctium lappa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
